Date,Open,High,Low,Close(t),Volume,SD20,Upper_Band,Lower_Band,S_Close(t-1),S_Close(t-2),S_Close(t-3),S_Close(t-5),S_Open(t-1),MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,ForceIndex1,ForceIndex20,Date_col,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,SnP(t-1)),SnP(t-5),DJIA_Close,DJIA(t-1)),DJIA(t-5),Close_forcast
6/2/2014,569.75,570.41,556.7,564.34,1660500,18.9158311,582.5581622,506.8948378,571.65,570.56,570.45,563.8,571.64,570.374,560.004,544.7265,548.7796,528.43775,566.5014581,566.5014581,566.5014581,566.5014581,566.5014581,6.945694475,2.641872435,10.62821838,21.56636503,1333.333333,6.821881507,58.4754526,-24.62562396,75.37437604,0.012364508,-12138255,50595435,6/2/2014,2,0,153,23,0,0,0,0,0,0,0,2014,6,85.95,86.04,86.03,84.69,84.786,83.56,82.6208,1924.97,1923.57,1900.53,16743.63,16717.17,16606.27,554.51
6/3/2014,560.9,562.4,552.53,554.51,2031300,18.90056208,583.4866242,507.8843758,564.34,571.65,570.56,574.87,569.75,566.302,561.572,545.6855,548.0276,529.059,562.5043054,562.5043054,562.5043054,562.5043054,562.5043054,6.137620572,3.341022063,10.71263135,20.22213469,1333.333333,2.910008723,51.91426346,-42.79903864,57.20096136,0.008269273,-19967679,38960334,6/3/2014,3,1,154,23,0,0,0,0,0,0,0,2014,6,85.91,85.95,86.04,85.74,85.055,83.712,82.6618,1924.24,1924.97,1911.91,16722.34,16743.63,16675.5,553.76
6/4/2014,551.52,558.58,548.56,553.76,1729100,18.16535757,583.5757151,510.9142849,554.51,564.34,571.65,570.45,560.9,562.964,562.909,547.245,547.512,529.6834,559.5895369,559.5895369,559.5895369,559.5895369,559.5895369,5.374740784,3.747765807,10.66315768,18.94547911,1333.333333,2.474139048,51.44001873,-44.18561656,55.81438344,0.008644649,-1296825,53930629,6/4/2014,4,2,155,23,0,0,0,0,0,0,0,2014,6,86.23,85.91,85.95,85.48,85.386,83.9335,82.724,1927.88,1924.24,1909.78,16737.53,16722.34,16633.18,564.93
6/5/2014,557.11,565,555.05,564.93,1793400,17.19392802,583.979356,515.203644,553.76,554.51,564.34,570.56,551.52,561.838,564.432,549.5915,547.2118,530.34175,561.3696913,561.3696913,561.3696913,561.3696913,561.3696913,5.606846469,4.119581939,10.7043607,18.00571013,1333.333333,2.770602147,57.64570562,-23.53484933,76.46515067,0.014674137,20032278,84164262,6/5/2014,5,3,156,23,0,0,0,0,0,0,0,2014,6,86.96,86.23,85.91,86.03,85.711,84.2035,82.7952,1940.46,1927.88,1920.03,16836.11,16737.53,16698.74,566.03
6/6/2014,568.16,568.8,559.58,566.03,1740200,16.0860101,584.0565202,519.7124798,564.93,553.76,554.51,571.65,557.11,560.714,565.49,551.8845,547.2014,531.0062,562.9231275,562.9231275,562.9231275,562.9231275,562.9231275,5.812549253,4.458175402,10.59833494,17.45767138,1333.333333,1.904761905,58.21205774,-22.36538462,77.63461538,0.014676529,1914220,79805572,6/6/2014,6,4,157,23,0,0,0,0,0,0,0,2014,6,87.46,86.96,86.23,86.04,86.049,84.502,82.898,1949.44,1940.46,1923.57,16924.28,16836.11,16717.17,570.73
6/9/2014,566.75,572,565.22,570.73,1529700,15.45112498,584.99225,523.18775,566.03,564.93,553.76,564.34,568.16,561.992,566.183,554.09,547.462,531.68435,565.5254184,565.5254184,565.5254184,565.5254184,565.5254184,6.2824013,4.823020582,10.32559673,17.21721329,1333.333333,1.229159276,60.63419144,-16.86541738,83.13458262,0.013763214,7189590,67475067,6/9/2014,9,0,160,24,0,0,0,0,0,0,0,2014,6,87.39,87.46,86.96,85.95,86.319,84.782,83.0086,1951.27,1949.44,1924.97,16943.1,16924.28,16743.63,568.3
6/10/2014,568.78,572,566.13,568.3,1483800,15.30064611,586.1847922,524.9822078,570.73,566.03,564.93,554.51,566.75,564.75,565.526,555.5835,547.6152,532.3394,566.4502789,566.4502789,566.4502789,566.4502789,566.4502789,6.385078531,5.135432172,10.00733982,16.99393077,1333.333333,-1.142867083,58.73851934,-26.32911392,73.67088608,0.009701168,-3605634,44321106,6/10/2014,10,1,161,24,0,0,0,0,0,0,0,2014,6,87.54,87.39,87.46,85.91,86.499,85.0025,83.119,1950.79,1951.27,1924.24,16945.92,16943.1,16722.34,567.5
6/11/2014,565.92,568.97,563.68,567.5,1129000,15.1469515,587.175403,526.587597,568.3,570.73,566.03,553.76,568.78,567.498,565.231,556.8815,547.809,532.9992,566.8001859,566.8001859,566.8001859,566.8001859,566.8001859,6.328941563,5.37413405,9.670386976,16.49419771,1333.333333,-0.517135595,58.09457313,-34.91408935,65.08591065,0.009710172,-903200,29308840,6/11/2014,11,2,162,24,0,0,0,0,0,0,0,2014,6,87.53,87.54,87.39,86.23,86.704,85.2195,83.2174,1943.89,1950.79,1927.88,16843.88,16945.92,16737.53,559.5
6/12/2014,567,567,557.15,559.5,1546500,14.19708176,586.5301635,529.7418365,567.5,568.3,570.73,564.93,565.92,566.412,564.125,558.136,547.6388,533.62855,564.3667906,564.3667906,564.3667906,564.3667906,564.3667906,5.574658279,5.414238896,9.718930764,15.3355374,1333.333333,-1.938446439,51.9600496,-62.40549828,37.59450172,0.008268566,-12372000,38801685,6/12/2014,12,3,163,24,0,0,0,0,0,0,0,2014,6,86.73,87.53,87.54,86.96,86.774,85.418,83.2708,1930.11,1943.89,1940.46,16734.19,16843.88,16836.11,560.35
6/13/2014,560.08,560.65,553.72,560.35,1353300,12.44734885,584.5921977,534.8028023,559.5,567.5,568.3,566.03,567,565.276,562.995,559.6975,547.4834,534.3028,563.0278604,563.0278604,563.0278604,563.0278604,563.0278604,4.987972991,5.328985715,9.519721424,14.6170024,1333.333333,-1.976734016,52.53356555,-59.48453608,40.51546392,0.008220836,1150305,42263559,6/13/2014,13,4,164,24,0,0,0,0,0,0,0,2014,6,86.99,86.73,87.53,87.46,86.869,85.662,83.3252,1936.16,1930.11,1949.44,16775.74,16734.19,16924.28,552.3
6/16/2014,557.25,557.99,550,552.3,1971800,10.21843889,581.3343778,540.4606222,560.35,559.5,567.5,570.73,560.08,561.59,561.791,560.8975,547.0994,534.9408,559.4519069,559.4519069,559.4519069,559.4519069,559.4519069,3.829311037,5.029050779,9.579027036,14.32429945,1333.333333,-2.133465641,46.83137765,-87.14776632,12.85223368,0.007328918,-15872990,47323200,6/16/2014,16,0,167,25,0,0,0,0,0,0,0,2014,6,87.06,86.99,86.73,87.39,86.98,85.883,83.3942,1937.78,1936.16,1951.27,16781.01,16775.74,16943.1,550.62
6/17/2014,552.36,553.74,547.47,550.62,1477600,9.164047658,579.8150953,543.1589047,552.3,560.35,559.5,568.3,557.25,558.054,561.402,561.487,547.2068,535.5532,556.507938,556.507938,556.507938,556.507938,556.507938,2.743871488,4.572014921,9.342667962,14.30152408,1333.333333,-0.701520261,45.71612781,-87.88927336,12.11072664,0.007442121,-2482368,17420904,6/17/2014,17,1,168,25,0,0,0,0,0,0,0,2014,6,87.11,87.06,86.99,87.54,87.1,86.0775,83.5088,1941.99,1937.78,1950.79,16808.49,16781.01,16945.92,560.66
6/18/2014,552.8,561.4,551.58,560.66,2060600,7.714212772,577.9289255,547.0720745,550.62,552.3,560.35,567.5,552.36,556.686,562.092,562.5005,547.6074,536.23715,557.8919586,557.8919586,557.8919586,557.8919586,557.8919586,2.663098377,4.190231612,9.445334536,13.36249645,1333.333333,1.24602716,52.93028958,-47.47112704,52.52887296,0.013430608,20688424,41768362,6/18/2014,18,2,169,25,0,0,0,0,0,0,0,2014,6,87.6,87.11,87.06,87.53,87.237,86.3115,83.6486,1956.98,1941.99,1943.89,16906.62,16808.49,16843.88,564.99
6/19/2014,561.15,565,556.67,564.99,2627400,7.1131017,577.4912034,549.0387966,560.66,550.62,552.3,559.5,552.8,557.784,562.098,563.265,547.757,536.909,560.2579724,560.2579724,560.2579724,560.2579724,560.2579724,2.914879006,3.935161091,9.365667784,12.71547466,1333.333333,0.010620785,55.66671631,-28.57725234,71.42274766,0.012142822,11376642,40172946,6/19/2014,19,3,170,25,0,0,0,0,0,0,0,2014,6,87.54,87.6,87.11,86.73,87.295,86.503,83.7724,1959.48,1956.98,1930.11,16921.46,16906.62,16734.19,566.52
6/20/2014,566.45,566.77,559.37,566.52,3160600,6.900502098,577.6195042,550.0174958,564.99,560.66,550.62,560.35,561.15,559.018,562.147,563.8185,547.7466,537.56035,562.345315,562.345315,562.345315,562.345315,562.345315,3.20097632,3.788324137,9.225262942,12.30457314,1333.333333,0.08656785,56.62624408,-22.33999185,77.66000815,0.012142358,4835718,34987842,6/20/2014,20,4,171,25,0,0,0,0,0,0,0,2014,6,87.65,87.54,87.6,86.99,87.314,86.6815,83.8704,1962.87,1959.48,1936.16,16947.08,16921.46,16775.74,574.29
6/23/2014,564.35,574.44,563.5,574.29,1722800,7.28687219,578.9167444,549.7692556,566.52,564.99,560.66,552.3,566.45,563.416,562.503,564.343,548.2986,538.2307,566.3268766,566.3268766,566.3268766,566.3268766,566.3268766,4.008477334,3.832354776,9.34774416,12.68573433,1333.333333,0.62376255,61.21699164,-0.556173526,99.44382647,0.008475193,13386156,18072172,6/23/2014,23,0,174,26,0,0,0,0,0,0,0,2014,6,87.67,87.65,87.54,87.06,87.342,86.8305,84.0202,1962.61,1962.87,1937.78,16937.26,16947.08,16781.01,572.54
6/24/2014,574.22,582.25,569.16,572.54,2844300,7.126574637,578.4796493,549.9733507,574.29,566.52,564.99,550.62,564.35,567.8,562.927,564.2265,548.9942,538.89225,568.3979178,568.3979178,568.3979178,568.3979178,568.3979178,4.455853031,3.957054427,9.615048149,13.69728837,1333.333333,0.746084814,59.6847699,-27.91834388,72.08165612,0.008476937,-4977525,-6627219,6/24/2014,24,1,175,26,0,0,0,0,0,0,0,2014,6,87.58,87.67,87.65,87.11,87.346,86.9225,84.1868,1949.98,1962.61,1941.99,16818.13,16937.26,16808.49,585.93
6/25/2014,573.55,587.3,573.26,585.93,2114700,8.538771312,582.0780426,547.9229574,572.54,574.29,566.52,560.66,574.22,572.854,564.77,565.0005,549.8088,539.59955,574.2419452,574.2419452,574.2419452,574.2419452,574.2419452,5.823730252,4.330389592,9.98254471,15.01395321,1333.333333,3.247577093,66.57782244,-3.439618378,96.56038162,0.010192194,28315833,32735556,6/25/2014,25,2,176,26,0,0,0,0,0,0,0,2014,6,88.14,87.58,87.67,87.6,87.407,87.0555,84.3522,1959.53,1949.98,1956.98,16867.51,16818.13,16906.62,584.77
6/26/2014,589.3,589.6,579.6,584.77,2012400,9.556289139,584.8235783,546.5984217,585.93,572.54,574.29,564.99,573.55,576.81,567.297,565.711,550.5302,540.2995,577.7512968,577.7512968,577.7512968,577.7512968,577.7512968,6.73652602,4.811616878,9.983791516,16.40241827,1333.333333,4.516532618,65.53247393,-11.4645146,88.5354854,0.011331643,-2334384,28596204,6/26/2014,26,3,177,26,0,0,0,0,0,0,0,2014,6,88.19,88.14,87.58,87.54,87.553,87.1635,84.5132,1957.22,1959.53,1959.48,16846.13,16867.51,16921.46,585.69
6/27/2014,585.45,587.88,582.62,585.69,2021300,10.4859887,587.3849774,545.4410226,584.77,585.93,572.54,566.52,589.3,580.644,569.831,566.413,550.966,540.98525,580.3975312,580.3975312,580.3975312,580.3975312,580.3975312,7.448300186,5.338953539,9.646377836,17.69170726,1333.333333,4.522173641,65.98858513,-9.280797531,90.71920247,0.011448765,1859596,28379052,6/27/2014,27,4,178,26,0,0,0,0,0,0,0,2014,6,88.57,88.19,88.14,87.65,87.711,87.29,84.6606,1960.96,1957.22,1962.87,16851.84,16846.13,16947.08,584.67
6/30/2014,586.76,587.71,583.29,584.67,1478900,11.23321788,589.8959358,544.9630642,585.69,584.77,585.93,574.29,585.45,582.72,573.068,567.4295,551.7926,541.6737,581.8216875,581.8216875,581.8216875,581.8216875,581.8216875,7.839709573,5.839104746,9.273065134,18.88890418,1333.333333,5.860945139,64.96218133,-11.70187515,88.29812485,0.011174498,-1508478,30066037,6/30/2014,30,0,181,27,1,0,1,0,0,0,0,2014,6,88.72,88.57,88.19,87.67,87.877,87.4285,84.8106,1960.23,1960.96,1962.61,16826.6,16851.84,16937.26,591.49
7/1/2014,587.65,593.66,586.29,591.49,1643200,12.01125931,593.3010186,545.2559814,584.67,585.69,584.77,572.54,586.76,586.51,577.155,569.2785,552.835,542.40625,585.0444583,585.0444583,585.0444583,585.0444583,585.0444583,8.601073514,6.3914985,9.252846196,20.46660438,1333.333333,7.422541862,68.49117245,-4.697986577,95.30201342,0.010907734,11206624,60765536,7/1/2014,1,1,182,27,0,1,0,1,0,0,0,2014,7,89.7,88.72,88.57,87.58,88.136,87.618,84.9682,1973.32,1960.23,1949.98,16956.07,16826.6,16818.13,590.78
7/2/2014,592.26,594.15,589.11,590.78,1195800,12.34184857,595.8131971,546.4458029,591.49,584.67,585.69,585.93,587.65,587.48,580.167,571.1295,553.7406,543.13855,586.9563055,586.9563055,586.9563055,586.9563055,586.9563055,9.042927615,6.921784323,8.95192861,21.96850234,1333.333333,5.37223986,67.72640362,-7.219365895,92.7806341,0.00576848,-849018,44268516,7/2/2014,2,2,183,27,0,0,0,0,0,0,0,2014,7,89.85,89.7,88.72,88.14,88.361,87.799,85.1158,1974.62,1973.32,1959.53,16976.24,16956.07,16867.51,593.08
7/3/2014,591.7,594.25,589,593.08,898900,13.1746823,598.8863646,546.1876354,590.78,591.49,584.67,584.77,592.26,589.142,582.976,572.537,554.852,543.88645,588.997537,588.997537,588.997537,588.997537,588.997537,9.469532081,7.431333874,8.687505138,23.34178692,1333.333333,4.971769412,68.93644683,-2.501068833,97.49893117,0.005429181,2067470,25304035,7/3/2014,3,3,184,27,0,0,0,0,0,0,0,2014,7,90.42,89.85,89.7,88.19,88.649,87.972,85.2892,1985.44,1974.62,1957.22,17068.26,16976.24,16846.13,590.76
7/7/2014,593.51,595.65,587.94,590.76,1336700,13.68254911,601.1385982,546.4084018,593.08,590.78,591.49,585.69,591.7,590.156,585.4,573.7735,555.9784,544.5797,589.5850247,589.5850247,589.5850247,589.5850247,589.5850247,9.510780228,7.847223145,8.617683343,24.73509522,1333.333333,4.278754501,66.23864654,-10.1494396,89.8505604,0.006241899,-3101144,33056591,7/7/2014,7,0,188,28,0,0,0,0,0,0,0,2014,7,90.14,90.42,89.85,88.57,88.898,88.106,85.4414,1977.65,1985.44,1960.96,17024.21,17068.26,16851.84,578.4
7/8/2014,586.37,587.97,574,578.4,2125200,13.70023246,601.5574649,546.7565351,590.76,593.08,590.78,584.67,593.51,588.902,585.811,574.157,557.0844,545.2235,585.8566831,585.8566831,585.8566831,585.8566831,585.8566831,8.448729287,7.967524374,9.19927739,23.66499204,1333.333333,0.715666301,54.09307992,-39.14227366,60.85772634,0.01208048,-26267472,16300284,7/8/2014,8,1,189,28,0,0,0,0,0,0,0,2014,7,89.05,90.14,90.42,88.72,89.036,88.189,85.5982,1963.71,1977.65,1960.23,16906.62,17024.21,16826.6,583.36
7/9/2014,578.95,584.1,577,583.36,1372800,13.77503768,602.4600754,547.3599246,578.4,590.76,593.08,591.49,586.37,587.276,586.893,574.91,558.292,545.88025,585.0244554,585.0244554,585.0244554,585.0244554,585.0244554,7.916025794,7.957224658,9.049329005,22.67132479,1333.333333,1.889824292,57.46372968,-31.52898923,68.47101077,0.011251323,6809088,20674368,7/9/2014,9,2,190,28,0,0,0,0,0,0,0,2014,7,89.72,89.05,90.14,89.7,89.25,88.298,85.763,1972.83,1963.71,1973.32,16985.61,16906.62,16956.07,580.04
7/10/2014,573,585.25,572.1,580.04,1436200,13.70521956,602.9474391,548.1265609,583.36,578.4,590.76,590.78,578.95,585.128,586.304,575.537,559.1662,546.562,583.3629703,583.3629703,583.3629703,583.3629703,583.3629703,7.143611083,7.794501943,9.342234076,21.07211476,1333.333333,-1.005239534,54.57523119,-43.02646086,56.97353914,0.011279578,-4768184,18009948,7/10/2014,10,3,191,28,0,0,0,0,0,0,0,2014,7,89.43,89.72,89.05,89.85,89.379,88.393,85.909,1964.68,1972.83,1974.62,16915.07,16985.61,16976.24,586.65
7/11/2014,581,588.23,580.58,586.65,1511600,13.37374705,603.6419941,550.1470059,580.04,583.36,578.4,593.08,573,583.842,586.492,576.8945,560.2016,547.27595,584.4586469,584.4586469,584.4586469,584.4586469,584.4586469,6.984327636,7.632467081,9.259931642,19.96816518,1333.333333,0.321493921,58.99466614,-27.99377916,72.00622084,0.012908846,9991676,41039940,7/11/2014,11,4,192,28,0,0,0,0,0,0,0,2014,7,90.01,89.43,89.72,90.42,89.561,88.557,86.0624,1967.57,1964.68,1985.44,16943.81,16915.07,17068.26,594.26
7/14/2014,590.6,594.86,586.69,594.26,1951600,13.31526785,605.2205357,551.9594643,586.65,580.04,583.36,590.76,581,584.542,587.349,578.59,561.3162,548.052,587.7257646,587.7257646,587.7257646,587.7257646,587.7257646,7.387004962,7.583374657,9.184936524,19.70899943,1333.333333,1.463231402,63.40855561,-5.247263118,94.75273688,0.014437687,14851676,66178756,7/14/2014,14,0,195,29,0,0,0,0,0,0,0,2014,7,90.55,90.01,89.43,90.14,89.759,88.735,86.2216,1977.1,1967.57,1977.65,17055.42,16943.81,17024.21,593.06
7/15/2014,595.15,595.3,585.31,593.06,1673800,12.14772823,604.9234565,556.3325435,594.26,586.65,580.04,578.4,590.6,587.474,588.188,580.628,562.5,548.8197,589.503843,589.503843,589.503843,589.503843,589.503843,7.522584007,7.571216527,9.242441058,19.26197303,1333.333333,1.43499752,62.27029091,-10.99787686,89.00212314,0.00837858,-2008560,68224088,7/15/2014,15,1,196,29,0,0,0,0,0,0,0,2014,7,90.24,90.55,90.01,89.05,89.911,88.894,86.3776,1973.28,1977.1,1963.71,17060.68,17055.42,16906.62,590.62
7/16/2014,596.89,597,590.25,590.62,1440800,10.0607071,602.7494142,562.5065858,593.06,594.26,586.65,583.36,595.15,588.926,588.101,582.628,563.6058,549.57965,589.8758954,589.8758954,589.8758954,589.8758954,589.8758954,7.348435578,7.526660337,9.064409554,19.04405761,1333.333333,-0.147086172,59.91510603,-25.62248996,74.37751004,0.008945167,-3515552,57632000,7/16/2014,16,2,197,29,0,0,0,0,0,0,0,2014,7,90.59,90.24,90.55,89.72,90,89.068,86.532,1981.57,1973.28,1972.83,17138.2,17060.68,16985.61,580.82
7/17/2014,588.97,589.5,576.85,580.82,2935300,8.655674379,600.9473488,566.3246512,590.62,593.06,594.26,580.04,596.89,589.082,587.105,583.636,564.7708,550.2918,586.8572636,586.8572636,586.8572636,586.8572636,586.8572636,6.346485263,7.290625323,9.400523157,18.2944227,1333.333333,-1.685906767,51.49145767,-64.97991968,35.02008032,0.012185236,-28765940,59175648,7/17/2014,17,3,198,29,0,0,0,0,0,0,0,2014,7,89.39,90.59,90.24,89.43,89.954,89.1575,86.6838,1958.12,1981.57,1964.68,16976.81,17138.2,16915.07,605.11
7/18/2014,603.01,606.7,590.92,605.11,4871600,8.755365032,603.1527301,568.1312699,580.82,590.62,593.06,586.65,588.97,592.774,588.308,585.642,566.513,551.09765,592.9415091,592.9415091,592.9415091,592.9415091,592.9415091,7.426820655,7.317864389,10.57762865,18.14105383,1333.333333,2.028394146,64.72812305,-4.595375723,95.40462428,0.022404685,118331164,195448592,7/18/2014,18,4,199,29,0,0,0,0,0,0,0,2014,7,90.81,89.39,90.59,90.01,89.993,89.321,86.8688,1978.22,1958.12,1967.57,17100.18,16976.81,16943.81,598.44
7/21/2014,601.35,604.16,594.45,598.44,2237900,7.959322637,603.1566453,571.3193547,605.11,580.82,590.62,594.26,603.01,593.61,589.076,587.238,568.0784,551.86765,594.7743394,594.7743394,594.7743394,594.7743394,594.7743394,7.656521368,7.385595785,10.58351231,17.99863987,1333.333333,1.300020313,59.89493734,-23.87283237,76.12716763,0.02320412,-14926793,71433768,7/21/2014,21,0,202,30,0,0,0,0,0,0,0,2014,7,90.7,90.81,89.39,90.55,90.049,89.4735,87.053,1973.63,1978.22,1977.1,17051.73,17100.18,17055.42,603.57
7/22/2014,599.7,608.89,599.26,603.57,1881600,8.143073001,604.988146,572.415854,598.44,605.11,580.82,593.06,601.35,595.712,591.593,588.702,569.6174,552.6931,597.7062262,597.7062262,597.7062262,597.7062262,597.7062262,8.158463278,7.540169283,10.57397572,18.27160492,1333.333333,4.351659751,62.23083629,-14.46045121,85.53954879,0.023272841,9652608,55093248,7/22/2014,22,1,203,30,0,0,0,0,0,0,0,2014,7,91.27,90.7,90.81,90.24,90.271,89.6535,87.2426,1983.53,1973.63,1973.28,17113.54,17051.73,17060.68,605.19
7/23/2014,602.05,607.05,601.35,605.19,1106000,8.004031534,606.3425631,574.3264369,603.57,598.44,605.11,590.62,599.7,598.626,593.776,590.3345,570.9526,553.536,600.2008175,600.2008175,600.2008175,600.2008175,600.2008175,8.587979438,7.749731314,10.2258346,18.52507247,1333.333333,3.742114646,62.96443103,-10.05708073,89.94291927,0.022895329,1791720,36110900,7/23/2014,23,2,204,30,0,0,0,0,0,0,0,2014,7,91.86,91.27,90.7,90.59,90.485,89.8675,87.4172,1987.01,1983.53,1981.57,17086.63,17113.54,17138.2,603.01
7/24/2014,605.53,608.91,601,603.01,1355000,8.410232662,608.0089653,574.3680347,605.19,603.57,598.44,580.82,602.05,603.064,596.073,591.1885,572.182,554.38455,601.1372117,601.1372117,601.1372117,601.1372117,601.1372117,8.652723103,7.930329672,10.06041784,18.92757432,1333.333333,3.960071719,61.24063959,-16.02825319,83.97174681,0.020422961,-2953900,23143400,7/24/2014,24,3,205,30,0,0,0,0,0,0,0,2014,7,91.76,91.86,91.27,89.39,90.718,90.0485,87.5886,1987.98,1987.01,1958.12,17083.8,17086.63,16976.81,598.08
7/25/2014,599.25,601,595.75,598.08,1360000,8.402211739,608.6584235,575.0495765,603.01,605.19,603.57,605.11,605.53,601.658,597.216,591.854,573.4554,555.23865,600.1181411,600.1181411,600.1181411,600.1181411,600.1181411,8.211565312,7.9865768,9.860387995,18.56175497,1333.333333,1.948350805,57.41263852,-29.42135289,70.57864711,0.007989881,-6704800,18101600,7/25/2014,25,4,206,30,0,0,0,0,0,0,0,2014,7,91.4,91.76,91.86,90.81,90.857,90.209,87.7614,1978.34,1987.98,1978.22,16960.57,17083.8,17100.18,599.02
7/28/2014,597.75,601.1,592.59,599.02,1358100,8.416207094,609.3529142,575.6880858,598.08,603.01,605.19,598.44,599.25,601.774,597.692,592.5205,574.8534,556.09195,599.7520941,599.7520941,599.7520941,599.7520941,599.7520941,7.847335529,7.958728546,9.76393171,17.80518421,1333.333333,0.800996197,57.95232304,-26.86769899,73.13230101,0.006378768,1276614,18103473,7/28/2014,28,0,209,31,0,0,0,0,0,0,0,2014,7,91.43,91.4,91.76,90.7,90.945,90.352,87.9478,1978.91,1978.34,1973.63,16982.59,16960.57,17051.73,593.95
7/29/2014,597.7,598.49,592.17,593.95,1366600,8.213997985,609.412496,576.556504,599.02,598.08,603.01,603.57,597.75,599.85,597.781,592.9845,576.1664,556.88895,597.8180627,597.8180627,597.8180627,597.8180627,597.8180627,7.068097545,7.780602346,9.55579373,17.04645636,1333.333333,0.150069133,53.97904285,-40.64113013,59.35886987,0.005244463,-6928662,12682048,7/29/2014,29,1,210,31,0,0,0,0,0,0,0,2014,7,91.27,91.43,91.4,91.27,91.048,90.4795,88.1204,1969.95,1978.91,1983.53,16912.11,16982.59,17113.54,595.44
7/30/2014,595.81,598.45,592.7,595.44,1215100,8.223654329,609.6293087,576.7346913,593.95,599.02,598.08,605.19,597.7,597.9,598.263,593.182,577.2986,557.684,597.0253751,597.0253751,597.0253751,597.0253751,597.0253751,6.495895734,7.523661023,9.283951321,16.34192336,1333.333333,0.816091565,54.95644655,-42.01497193,57.98502807,0.005195648,1810499,4799645,7/30/2014,30,2,211,31,0,0,0,0,0,0,0,2014,7,91.62,91.27,91.43,91.86,91.151,90.5755,88.2884,1970.07,1969.95,1987.01,16880.36,16912.11,17086.63,579.55
7/31/2014,588.96,591.99,577.68,579.55,2309500,8.762051836,610.1446037,575.0963963,595.44,593.95,599.02,603.01,595.81,593.208,598.136,592.6205,578.0818,558.3893,591.2002501,591.2002501,591.2002501,591.2002501,591.2002501,4.705983822,6.960125583,9.889383369,16.43840345,1333.333333,-0.218656382,44.18018398,-91.5782907,8.421709295,0.011740452,-36697955,-25935685,7/31/2014,31,3,212,31,1,0,0,0,0,0,0,2014,7,89.77,91.62,91.27,91.76,91.189,90.5715,88.4254,1930.67,1970.07,1987.98,16563.3,16880.36,17083.8,573.6
8/1/2014,578.55,583.43,570.3,573.6,2213300,9.736778498,611.120057,572.172943,579.55,595.44,593.95,598.08,588.96,588.312,594.985,591.6465,578.5598,559.05005,585.3335001,585.3335001,585.3335001,585.3335001,585.3335001,2.775357864,6.123172039,10.12085599,17.17101342,1333.333333,-5.207317678,40.94272678,-91.45299145,8.547008547,0.011792118,-13169135,-43115084,8/1/2014,1,4,213,31,0,1,0,0,0,0,0,2014,8,89.44,89.77,91.62,91.4,91.052,90.5225,88.54,1925.15,1930.67,1978.34,16493.37,16563.3,16960.57,582.27
8/4/2014,576.51,583.82,572.26,582.27,1519400,9.959975481,611.141951,571.302049,573.6,579.55,595.44,599.02,578.55,584.962,593.368,591.222,579.0962,559.7141,584.3123334,584.3123334,584.3123334,584.3123334,584.3123334,1.922755102,5.283088652,10.22365199,17.79531268,1333.333333,-2.702025266,47.0334016,-68.997669,31.002331,0.01556807,13173198,-12899706,8/4/2014,4,0,216,32,0,0,0,0,0,0,0,2014,8,90.06,89.44,89.77,91.43,90.988,90.5185,88.6596,1938.99,1925.15,1978.91,16569.28,16493.37,16982.59,573.14
8/5/2014,579.38,580.2,570.31,573.14,1643800,10.37708199,611.713164,570.204836,582.27,573.6,579.55,593.95,576.51,580.8,590.325,590.959,579.283,560.3556,580.5882223,580.5882223,580.5882223,580.5882223,580.5882223,0.504530657,4.327377053,10.34767685,18.54561227,1333.333333,-5.041668738,42.10849391,-92.64439264,7.355607356,0.016225347,-15007894,-8646388,8/5/2014,5,1,217,32,0,0,0,0,0,0,0,2014,8,89.37,90.06,89.44,91.27,90.798,90.5345,88.7532,1920.21,1938.99,1969.95,16429.47,16569.28,16912.11,574.49
8/6/2014,569.5,578.64,567.45,574.49,1322800,10.8955377,612.3065754,568.7244246,573.14,582.27,573.6,595.44,579.38,576.61,587.255,590.5155,579.2754,560.697,578.5554815,578.5554815,578.5554815,578.5554815,578.5554815,-0.504671181,3.360967406,10.40784278,19.49044907,1333.333333,-5.072787059,43.05794483,-83.0197781,16.9802219,0.01620303,1785780,-11733236,8/6/2014,6,2,218,32,0,0,0,0,0,0,0,2014,8,89.3,89.37,90.06,91.62,90.542,90.5135,88.8244,1920.24,1920.21,1970.07,16443.34,16429.47,16880.36,571.81
8/7/2014,576.05,578.31,569.43,571.81,1163000,11.45314271,613.0102854,567.1977146,574.49,573.14,582.27,579.55,569.5,575.062,584.135,590.104,579.3026,561.0453,576.3069877,576.3069877,576.3069877,576.3069877,576.3069877,-1.503394317,2.388095061,10.29871116,20.36779752,1333.333333,-5.174043548,41.5993654,-89.48383985,10.51616015,0.011963522,-3116840,-9571490,8/7/2014,7,3,219,32,0,0,0,0,0,0,0,2014,8,89.02,89.3,89.37,89.77,90.268,90.493,88.8952,1909.57,1920.24,1930.67,16368.27,16443.34,16563.3,577.94
